Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Clicks,Impressions,Engagement_Score,Customer_Segment
Facebook,0.08,11198.76,5.87,29620,89255,6,Fashion
Facebook,0.11,12189.56,5.99,32275,97119,6,Technology
Facebook,0.09,6950.49,1.89,18063,55025,4,Health
Instagram,0.09,5564.7,3.04,14306,43895,3,Technology
Pinterest,0.1,3786.16,0.02681209,5556,19073,1,Home
Instagram,0.03,5350.19,2.63,13725,42173,9,Health
Instagram,0.04,2381.66,2.74,5823,18766,3,Food
Instagram,0.03,500.0,7.66,1127,4859,1,Health
Facebook,0.15,6678.78,7.75,17319,52819,2,Home
Facebook,0.07,4602.81,0.78,11689,36142,1,Food
Twitter,0.09,10695.12,4.81,28252,85204,1,Technology
Twitter,0.09,15000.0,4.14,38681,116095,6,Fashion
Pinterest,0.04,1990.19,1.074271055,2865,10311,1,Technology
Pinterest,0.15,8976.63,0.357494527,13838,46042,1,Health
Instagram,0.03,7781.15,0.69,20318,61702,9,Fashion
Facebook,0.05,2705.65,2.06,6621,21132,8,Food
Instagram,0.15,500.0,6.83,1556,6129,3,Technology
Twitter,0.11,5491.78,0.11,14111,43317,2,Home
Instagram,0.07,13440.93,2.33,35442,106500,4,Fashion
Twitter,0.14,7825.49,6.74,20436,62052,1,Food
Facebook,0.11,10156.91,4.69,26787,80864,2,Health
Pinterest,0.09,10396.53,1.165432159,16109,53436,1,Home
Facebook,0.06,5091.06,7.16,13023,40096,10,Fashion
Facebook,0.05,6986.38,4.04,18168,55333,4,Technology
Twitter,0.05,2900.36,7.59,7118,22603,4,Technology
Facebook,0.02,4240.9,0.33,10707,33234,8,Technology
Facebook,0.13,10616.85,0.51,28032,84552,8,Technology
Twitter,0.06,13870.78,6.03,36399,109335,1,Home
Instagram,0.03,10799.99,7.49,28529,86025,6,Technology
Instagram,0.15,15000.0,7.32,39454,118384,2,Health
Instagram,0.1,500.0,4.15,1137,4887,8,Food
Facebook,0.12,8359.7,3.6,21900,66389,8,Food
Facebook,0.02,8124.88,6.17,21258,64488,10,Fashion
Facebook,0.04,12231.96,3.84,32386,97447,2,Fashion
Pinterest,0.12,14450.97,1.421040746,22054,72793,1,Fashion
Instagram,0.11,13966.28,1.7,36596,109919,7,Food
Pinterest,0.06,11668.05,0.232371443,18146,60066,1,Health
Instagram,0.06,11689.96,5.39,30950,93195,9,Food
Facebook,0.12,15000.0,7.27,39030,117128,4,Food
Twitter,0.14,4560.37,7.25,11574,35803,10,Home
Twitter,0.06,4717.23,7.13,12004,37075,2,Fashion
Facebook,0.06,3742.18,1.99,9339,29183,4,Fashion
Facebook,0.11,1448.51,6.59,3704,12492,6,Food
Pinterest,0.15,10000.23,1.269105572,15475,51371,1,Technology
Pinterest,0.08,13166.91,1.086783363,20432,67513,1,Technology
Facebook,0.08,7420.11,0.95,19321,58748,4,Home
Instagram,0.03,10156.51,5.95,26786,80861,5,Food
Twitter,0.13,12174.66,5.65,32232,96991,9,Technology
Instagram,0.03,4188.45,6.95,10555,32784,10,Health
Facebook,0.11,1461.04,3.17,3728,12563,10,Food
Twitter,0.09,9957.07,0.23,26233,79221,7,Technology
Pinterest,0.12,12178.91,0.804362687,18937,62643,1,Home
Facebook,0.12,15000.0,3.73,38783,116395,2,Health
Twitter,0.08,13400.04,6.64,35344,106211,6,Fashion
Facebook,0.06,3759.18,1.49,9386,29321,10,Home
Twitter,0.06,12581.5,0.11,33297,100146,6,Technology
Pinterest,0.05,10476.79,0.883011483,16241,53866,1,Health
Facebook,0.13,8393.91,7.52,21995,66670,1,Food
Facebook,0.03,4407.22,3.48,11157,34568,10,Health
Pinterest,0.08,4679.31,1.370991512,6989,23739,1,Health
Facebook,0.08,3896.69,4.54,9756,30419,5,Fashion
Instagram,0.09,13601.14,7.77,35818,107614,2,Technology
Instagram,0.03,5355.51,2.49,13739,42216,9,Health
Instagram,0.13,3178.58,2.66,7840,24743,9,Fashion
Facebook,0.06,9479.38,0.29,24921,75338,1,Technology
Twitter,0.14,6222.02,7.7,16095,49193,10,Health
Twitter,0.02,13161.85,3.57,34778,104532,5,Food
Pinterest,0.02,10050.75,0.125123085,15557,51639,1,Health
Pinterest,0.12,4918.91,0.900886209,7372,24988,1,Fashion
Pinterest,0.08,690.9,0.611315642,1383,5485,1,Fashion
Pinterest,0.11,5696.15,1.426403164,8613,29029,1,Fashion
Twitter,0.15,3946.63,1.26,9896,30833,4,Health
Instagram,0.15,5864.31,5.04,15129,46332,1,Technology
Instagram,0.1,4755.98,0.72,12106,37377,4,Fashion
Twitter,0.13,9368.63,6.2,24613,74424,2,Home
Facebook,0.11,2457.39,6.07,6004,19305,4,Home
Instagram,0.11,9619.81,0.21,25311,76491,2,Home
Facebook,0.05,6586.34,4.2,17071,52086,9,Fashion
Twitter,0.04,12169.66,2.8,32214,96938,10,Home
Twitter,0.11,5866.58,7.39,15135,46350,3,Fashion
Instagram,0.14,3099.22,5.08,7635,24134,5,Health
Twitter,0.09,6445.24,7.79,16696,50975,9,Health
Instagram,0.06,4689.57,3.49,11929,36853,3,Technology
Twitter,0.12,6480.43,7.67,16793,51262,1,Health
Facebook,0.01,6303.84,0.12,16320,49860,6,Fashion
Pinterest,0.1,10983.01,0.507642229,17046,56484,1,Fashion
Instagram,0.07,11310.37,7.63,29923,90153,9,Home
Pinterest,0.1,6071.29,0.311020239,9217,30994,1,Health
Facebook,0.06,500.0,5.58,925,4260,4,Food
Twitter,0.1,6950.94,2.11,18065,55029,1,Fashion
Pinterest,0.04,4575.86,0.611315642,6823,23199,1,Food
Twitter,0.08,2208.96,0.98,5403,17524,9,Fashion
Instagram,0.13,5071.2,6.72,12963,39917,7,Home
Instagram,0.1,7185.24,5.53,18702,56915,3,Technology
Instagram,0.02,15000.0,6.05,38611,115888,2,Health
Facebook,0.12,2951.91,7.85,7251,22998,2,Health
Instagram,0.05,12298.34,1.97,32555,97950,5,Fashion
Twitter,0.15,5435.71,6.52,13954,42852,8,Home
Pinterest,0.13,1192.94,0.790062905,1885,7122,1,Fashion
Pinterest,0.08,5555.15,1.152919851,8387,28291,1,Food
Twitter,0.1,12370.37,1.36,32750,98526,9,Fashion
Facebook,0.14,6976.42,5.69,18136,55240,4,Fashion
Twitter,0.07,11525.42,3.86,30512,91897,10,Technology
Facebook,0.02,500.0,2.86,874,4110,1,Home
Instagram,0.13,4314.58,7.33,10904,33818,6,Technology
Facebook,0.07,10212.83,0.87,26935,81302,1,Food
Instagram,0.01,10723.13,5.83,28323,85415,1,Food
Instagram,0.06,6515.0,6.01,16884,51532,7,Fashion
Pinterest,0.04,3882.06,1.299492607,5706,19561,1,Fashion
Instagram,0.05,11920.01,7.57,31562,95009,4,Health
Instagram,0.01,10365.83,7.49,27348,82525,6,Fashion
Facebook,0.14,6409.18,3.44,16607,50711,4,Technology
Twitter,0.15,15000.0,4.91,39048,117181,10,Technology
Facebook,0.03,3679.32,2.77,9169,28680,3,Health
Twitter,0.1,6136.29,1.72,15865,48513,9,Home
Twitter,0.1,500.0,0.42,1691,6529,5,Fashion
Twitter,0.02,11016.65,7.41,29113,87754,5,Health
Facebook,0.03,6418.79,0.29,16629,50775,6,Home
Pinterest,0.09,5816.09,1.108233035,8805,29653,1,Fashion
Facebook,0.07,3385.76,6.28,8387,26362,2,Health
Facebook,0.02,3545.09,5.16,8808,27611,1,Health
Instagram,0.13,14602.64,6.41,37810,113513,9,Home
Pinterest,0.09,10939.72,1.272680517,16978,56265,1,Fashion
Instagram,0.01,5515.39,5.06,14173,43500,10,Food
Twitter,0.14,7425.78,6.39,19338,58800,6,Technology
Instagram,0.14,8191.6,2.81,21439,65023,7,Home
Pinterest,0.13,7690.27,0.82044994,11782,39346,1,Food
Pinterest,0.1,11220.8,0.598803333,17434,57750,1,Food
Instagram,0.12,6924.67,3.58,17995,54822,9,Home
Facebook,0.14,2404.87,5.18,5877,18928,3,Home
Pinterest,0.02,5666.25,1.283405353,8570,28886,1,Home
Twitter,0.05,9244.26,2.57,24285,73453,8,Food
Pinterest,0.12,2348.13,0.58986597,3371,11960,1,Fashion
Facebook,0.01,2824.02,0.1,6916,22004,8,Fashion
Twitter,0.11,500.0,5.97,931,4277,4,Technology
Twitter,0.13,15000.0,3.08,39625,118889,9,Home
Facebook,0.09,2069.27,4.88,5064,16519,4,Technology
Twitter,0.09,8419.23,4.69,22068,66885,2,Food
Twitter,0.13,9702.43,3.52,25544,77181,6,Food
Twitter,0.08,8872.11,5.69,23279,70474,5,Health
Twitter,0.15,4218.68,1.98,10642,33041,4,Food
Twitter,0.03,14069.21,5.53,36818,110574,6,Technology
Pinterest,0.03,14036.15,0.713201582,21581,71252,1,Home
Facebook,0.04,791.35,2.34,2504,8936,7,Technology
Facebook,0.15,9630.36,2.86,25343,76586,6,Fashion
Facebook,0.11,5072.15,1.19,12966,39926,6,Home
Pinterest,0.06,11963.9,0.092948577,18604,61558,1,Fashion
Twitter,0.05,1589.08,0.1,3990,13339,3,Food
Twitter,0.02,5168.33,7.4,13240,40738,1,Fashion
Instagram,0.03,1253.92,5.63,3324,11367,4,Health
Facebook,0.07,7173.33,2.1,18670,56820,6,Technology
Facebook,0.06,9681.54,5.65,25487,77014,2,Home
Twitter,0.1,4301.92,2.4,10872,33722,9,Technology
Twitter,0.12,8791.55,5.08,23070,69854,8,Technology
Instagram,0.14,10486.57,0.51,27681,83513,7,Home
Pinterest,0.12,5647.47,0.039324398,8538,28784,1,Food
Instagram,0.09,7328.34,3.57,19081,58040,7,Technology
Twitter,0.04,8659.15,2.91,22716,68805,5,Health
Pinterest,0.14,7166.53,1.281617881,10954,36651,1,Technology
Instagram,0.02,3480.75,6.39,8630,27083,1,Fashion
Facebook,0.14,7255.33,2.64,18886,57460,1,Health
Pinterest,0.03,10330.28,0.866924229,16003,53090,1,Fashion
Facebook,0.09,7045.6,2.37,18322,55789,2,Fashion
Twitter,0.04,13544.04,1.76,35686,107221,2,Home
Pinterest,0.04,5454.66,1.027796766,8227,27769,1,Food
Instagram,0.12,6079.67,5.27,15717,48074,2,Fashion
Facebook,0.13,7476.85,4.84,19478,59215,1,Food
Facebook,0.13,4346.08,5.33,10986,34062,2,Health
Pinterest,0.09,10599.98,1.006347094,16435,54495,1,Technology
Facebook,0.01,5934.45,3.68,15323,46906,5,Health
Pinterest,0.08,2201.75,0.13584792,3163,11281,1,Home
Instagram,0.14,11714.2,4.85,31015,93387,2,Home
Twitter,0.05,3027.17,2.41,7452,23593,7,Food
Instagram,0.02,2885.34,0.04,7077,22481,1,Food
Pinterest,0.05,15000.0,1.127895234,23309,76881,1,Fashion
Instagram,0.1,5685.3,3.11,14638,44878,10,Home
Instagram,0.13,10022.49,6.79,26409,79745,7,Health
Twitter,0.1,15000.0,3.84,38647,115995,4,Technology
Pinterest,0.13,13658.28,1.337029532,21110,69719,1,Health
Facebook,0.11,10874.37,7.87,28734,86629,3,Technology
Facebook,0.04,2615.03,5.61,6397,20467,7,Technology
Twitter,0.09,1014.69,6.51,2890,10081,9,Technology
Facebook,0.14,7040.21,4.89,18306,55743,4,Home
Instagram,0.09,8890.36,1.75,23327,70616,9,Health
Instagram,0.12,4085.85,5.29,10274,31953,8,Health
Twitter,0.15,11404.71,4.01,30179,90910,7,Technology
Facebook,0.04,9708.14,7.99,25560,77228,1,Health
Instagram,0.13,4206.82,5.92,10607,32939,9,Fashion
Instagram,0.13,5624.14,7.44,14477,44401,4,Technology
Pinterest,0.13,10759.44,0.216284189,16691,55331,1,Food
Pinterest,0.02,10307.21,1.227993701,15966,52970,1,Fashion
Twitter,0.06,12175.88,6.21,32235,97002,3,Home
Instagram,0.15,5830.22,3.73,15032,46044,7,Home
Pinterest,0.01,9241.64,1.260168209,14259,47410,1,Home
Pinterest,0.11,12204.36,0.997409731,18978,62777,1,Food
Facebook,0.13,10542.54,7.96,27824,83936,9,Home
Twitter,0.11,6521.6,1.14,16902,51585,10,Health
Twitter,0.1,6973.69,1.91,18127,55214,5,Home
Facebook,0.04,5661.44,0.53,14577,44696,2,Home
Instagram,0.11,12124.25,7.8,32094,96583,3,Food
Pinterest,0.02,889.15,0.763250816,1565,6078,1,Health
Twitter,0.08,500.0,5.36,1722,6620,5,Food
Pinterest,0.02,6071.82,1.045671492,9218,30996,1,Food
Instagram,0.05,5060.46,1.56,12936,39836,2,Technology
Instagram,0.14,5003.48,6.46,12783,39383,9,Food
Facebook,0.02,7821.58,2.05,20426,62023,2,Health
Facebook,0.1,12080.23,5.18,31977,96236,5,Technology
Twitter,0.07,12707.17,6.39,33625,101118,2,Food
Instagram,0.03,12699.15,0.11,33603,101054,4,Fashion
Pinterest,0.09,8243.4,0.922335881,12675,42256,1,Health
Twitter,0.03,5444.2,1.79,13980,42929,9,Technology
Facebook,0.1,5226.16,5.03,13396,41198,2,Technology
Pinterest,0.12,14073.49,0.471892776,21630,71411,1,Food
Facebook,0.11,6383.46,6.02,16534,50495,7,Home
Instagram,0.07,500.0,5.63,1538,6076,8,Health
Instagram,0.14,13712.14,0.74,36053,108311,5,Food
Twitter,0.06,12536.28,2.34,33176,99789,9,Health
Twitter,0.14,12527.21,0.34,33154,99722,2,Fashion
Facebook,0.06,7959.34,6.25,20801,63133,10,Food
Facebook,0.06,5891.08,7.11,15200,46544,10,Fashion
Facebook,0.14,7144.11,6.07,18588,56579,9,Fashion
Facebook,0.15,5182.56,5.22,13280,40856,7,Home
Twitter,0.07,3550.07,1.95,8822,27650,9,Home
Instagram,0.11,8921.71,0.07,23416,70878,3,Health
Instagram,0.05,500.0,0.4,2018,7498,5,Fashion
Instagram,0.01,2670.05,0.33,6532,20869,9,Health
Instagram,0.11,14050.77,6.22,36776,110452,7,Technology
Instagram,0.12,500.0,6.23,552,3154,7,Health
Instagram,0.1,2162.99,7.11,5291,17191,3,Fashion
Twitter,0.05,500.0,0.4,1227,5155,4,Food
Instagram,0.11,8180.4,2.79,21411,64940,10,Food
Twitter,0.12,1973.09,6.35,4839,15854,7,Fashion
Instagram,0.13,2319.27,5.55,5670,18316,7,Food
Facebook,0.03,13299.16,2.55,35107,105508,4,Fashion
Twitter,0.05,12633.01,4.42,33436,100558,6,Food
Instagram,0.06,2774.99,7.7,6793,21641,5,Technology
Facebook,0.15,14845.96,3.77,38191,114643,3,Technology
Twitter,0.03,4119.0,7.56,10368,32229,6,Food
Facebook,0.15,12408.03,0.63,32849,98820,10,Fashion
Facebook,0.06,10411.2,7.97,27467,82878,10,Health
Pinterest,0.05,2730.62,1.208331502,3925,13761,1,Health
Facebook,0.13,12639.07,0.1,33451,100602,3,Food
Twitter,0.04,9688.46,3.04,25506,77070,3,Home
Pinterest,0.07,4979.96,1.000984677,7467,25296,1,Food
Facebook,0.13,11751.01,3.67,31119,93695,4,Technology
Twitter,0.05,3673.44,2.52,9154,28634,2,Technology
Facebook,0.14,13555.06,7.59,35710,107293,4,Home
Instagram,0.1,7771.96,0.96,20294,61631,10,Home
Pinterest,0.15,12226.68,0.137635393,19013,62890,1,Fashion
Instagram,0.03,14138.52,3.05,36956,110983,10,Food
Pinterest,0.04,11081.24,0.541604209,17206,57008,1,Health
Facebook,0.06,6489.98,5.35,16818,51337,4,Food
Instagram,0.05,5122.82,0.21,13115,40366,2,Health
Twitter,0.1,11676.52,6.22,30913,93085,3,Health
Facebook,0.14,11200.84,7.62,29628,89279,5,Health
Pinterest,0.05,8286.79,0.541604209,12746,42487,1,Home
Instagram,0.14,11113.02,6.65,29390,88575,7,Fashion
Facebook,0.03,524.5,6.81,2119,7797,9,Fashion
Facebook,0.04,14142.15,1.53,36962,111004,3,Home
Facebook,0.06,10415.05,2.65,27479,82913,7,Home
Pinterest,0.15,3176.09,1.120745343,4599,15959,1,Health
Instagram,0.14,5312.98,7.26,13628,41888,4,Home
Facebook,0.14,6918.53,7.02,17978,54770,7,Health
Instagram,0.03,2060.12,1.1,5042,16455,2,Technology
Instagram,0.08,7518.53,6.06,19598,59571,1,Home
Facebook,0.02,8545.96,3.9,22412,67906,3,Food
Twitter,0.06,500.0,3.96,1347,5510,8,Technology
Facebook,0.11,8981.29,2.68,23576,71352,10,Home
Pinterest,0.09,15000.0,0.159085065,23371,77081,1,Fashion
Facebook,0.07,3259.08,2.36,8049,25360,10,Fashion
Pinterest,0.08,10410.98,0.441505741,16132,53509,1,Technology
Instagram,0.05,13365.86,6.15,35267,105982,9,Health
Facebook,0.05,8496.39,1.15,22278,67509,4,Home
Pinterest,0.07,2835.32,0.934848189,4080,14268,1,Fashion
Instagram,0.02,8972.82,6.15,23553,71285,9,Health
Twitter,0.09,14201.91,6.73,37086,111371,7,Food
Facebook,0.12,7881.94,6.42,20587,62498,8,Technology
Twitter,0.08,5614.44,1.27,14451,44323,9,Food
Facebook,0.14,10299.81,3.0,27166,81985,5,Health
Instagram,0.07,12527.57,1.12,33155,99726,8,Home
Twitter,0.13,14197.09,4.78,37076,111340,6,Food
Twitter,0.08,5213.92,1.58,13362,41099,3,Home
Facebook,0.04,7771.05,5.47,20292,61625,5,Technology
Facebook,0.06,12602.58,6.75,33353,100312,7,Health
Twitter,0.02,4084.49,4.04,10270,31940,4,Technology
Facebook,0.11,12500.48,5.37,33085,99520,4,Health
Instagram,0.05,996.41,0.59,2856,9980,4,Technology
Twitter,0.04,2773.24,7.2,6788,21628,3,Technology
Pinterest,0.13,1761.34,0.984897423,2556,9304,1,Food
Facebook,0.04,7641.34,1.24,19929,60550,5,Technology
Twitter,0.01,10444.94,5.04,27561,83156,9,Home
Instagram,0.01,5098.81,4.75,13045,40160,4,Technology
Twitter,0.02,8976.17,2.3,23562,71310,3,Food
Pinterest,0.01,813.54,1.292342716,1491,5836,1,Home
Twitter,0.01,11101.67,6.39,29355,88471,2,Food
Twitter,0.13,4998.08,7.52,12766,39334,1,Technology
Instagram,0.13,10665.98,5.69,28168,84954,5,Home
Pinterest,0.03,11098.55,0.605953224,17235,57101,1,Technology
Twitter,0.14,9847.42,4.46,25947,78374,5,Health
Instagram,0.05,6946.04,2.66,18051,54987,6,Health
Instagram,0.15,5071.95,5.48,12965,39924,8,Food
Facebook,0.07,5588.23,5.77,14377,44104,7,Technology
Instagram,0.13,7813.69,2.69,20405,61961,7,Technology
Instagram,0.13,2715.85,0.93,6644,21200,6,Fashion
Twitter,0.04,12049.53,1.62,31894,95991,2,Food
Pinterest,0.1,10501.05,0.285995622,16279,53989,1,Home
Twitter,0.12,15000.0,2.02,39966,119899,1,Technology
Facebook,0.09,8710.3,4.57,22854,69214,3,Home
Twitter,0.09,15000.0,4.41,39265,117823,8,Health
Pinterest,0.06,5854.62,0.723926418,8866,29853,1,Food
Facebook,0.11,6478.35,3.02,16787,51243,10,Health
Pinterest,0.07,8260.65,1.151132378,12703,42345,1,Technology
Facebook,0.08,14754.32,2.54,38053,114235,10,Health
Twitter,0.04,9911.85,3.96,26112,78864,10,Fashion
Pinterest,0.07,12594.73,1.186881831,19576,64726,1,Home
Facebook,0.15,14898.84,6.49,38268,114869,5,Home
Instagram,0.05,1273.93,4.98,3360,11473,10,Home
Pinterest,0.1,3810.86,0.861561811,5593,19194,1,Food
Facebook,0.14,10999.51,6.08,29067,87617,5,Fashion
Pinterest,0.08,8675.22,0.017874726,13367,44506,1,Fashion
Twitter,0.13,14608.53,3.27,37820,113544,4,Health
Facebook,0.08,9933.18,4.68,26167,79028,9,Fashion
Instagram,0.03,9997.06,1.16,26341,79542,5,Home
Pinterest,0.08,13695.61,0.622040478,21153,69861,1,Technology
Twitter,0.15,6218.62,1.9,16085,49164,6,Food
Facebook,0.08,500.0,1.21,763,3780,10,Food
Facebook,0.12,4754.28,4.0,12099,37359,7,Technology
Twitter,0.03,13168.56,4.44,34794,104582,5,Food
Facebook,0.14,4146.85,4.63,10444,32455,3,Health
Twitter,0.14,11075.12,7.16,29280,88248,3,Fashion
Twitter,0.14,7101.63,2.93,18470,56228,8,Home
Instagram,0.05,8954.11,1.53,23506,71144,6,Food
Facebook,0.11,10278.32,6.6,27105,81806,7,Fashion
Pinterest,0.05,13098.32,1.131470179,20333,67189,1,Fashion
Twitter,0.06,10038.08,1.57,26452,79871,2,Fashion
Pinterest,0.06,8362.05,0.389669035,12865,42873,1,Health
Pinterest,0.1,1056.12,0.400393871,1742,6652,1,Technology
Pinterest,0.1,7392.42,0.307445294,11304,37792,1,Food
Twitter,0.09,7587.05,2.01,19783,60116,7,Health
Twitter,0.06,3983.61,2.41,9997,31131,1,Home
Pinterest,0.11,7078.25,0.511217174,10811,36185,1,Fashion
Pinterest,0.13,15000.0,0.648852567,23204,76538,1,Fashion
Facebook,0.14,9276.52,1.85,24371,73709,8,Home
Twitter,0.1,13566.53,1.97,35736,107372,7,Technology
Twitter,0.07,2067.37,3.93,5058,16502,7,Food
Facebook,0.12,679.12,3.67,2338,8444,6,Home
Facebook,0.02,10071.81,5.68,26547,80154,8,Fashion
Twitter,0.14,4429.66,4.29,11217,34746,2,Health
Instagram,0.13,15000.0,1.79,38962,116926,3,Health
Twitter,0.04,3756.24,7.53,9376,29293,1,Technology
Twitter,0.08,10471.23,0.85,27637,83383,3,Health
Twitter,0.03,6394.38,1.26,16566,50590,4,Food
Twitter,0.1,1811.49,6.43,4463,14739,1,Fashion
Instagram,0.13,7292.26,4.68,18986,57758,9,Food
Pinterest,0.15,15000.0,0.49512992,23096,76187,1,Food
Instagram,0.09,12392.73,2.61,32807,98696,6,Food
Pinterest,0.14,14308.68,0.125123085,21899,72288,1,Health
Facebook,0.05,9218.89,0.51,24216,73247,7,Food
Pinterest,0.06,9480.75,0.209134298,14639,48647,1,Food
Facebook,0.1,15000.0,2.21,39284,117879,3,Fashion
Facebook,0.06,2982.58,6.34,7329,23228,2,Food
Pinterest,0.12,6696.59,0.346769692,10200,34193,1,Home
Facebook,0.1,14921.23,6.49,38300,114965,2,Home
Pinterest,0.03,6734.06,1.30128008,10260,34389,1,Fashion
Pinterest,0.02,8100.46,1.031371711,12444,41501,1,Fashion
Instagram,0.07,8554.85,5.05,22437,67980,8,Technology
Instagram,0.05,13335.67,2.49,35193,105764,7,Home
Twitter,0.02,14214.17,2.1,37111,111444,8,Food
Pinterest,0.09,5802.49,0.1698099,8783,29581,1,Fashion
Pinterest,0.04,10689.08,1.049246438,16583,54979,1,Fashion
Twitter,0.06,10031.63,4.51,26435,79820,5,Home
Facebook,0.03,14603.85,0.36,37812,113519,9,Health
Twitter,0.09,14208.83,5.01,37102,111417,2,Food
Pinterest,0.06,8554.34,1.142195015,13177,43887,1,Health
Twitter,0.03,3159.17,2.52,7790,24593,8,Food
Instagram,0.09,500.0,7.92,1012,4519,7,Home
Pinterest,0.03,3849.48,0.636340259,5655,19395,1,Home
Facebook,0.08,6149.41,6.71,15904,48627,3,Food
Instagram,0.06,11684.8,4.18,30936,93152,10,Health
Facebook,0.15,11455.95,3.6,30322,91334,7,Home
Facebook,0.05,7922.7,4.32,20699,62831,5,Food
Pinterest,0.04,12259.34,1.374566458,19062,63052,1,Fashion
Facebook,0.11,9270.82,7.54,24354,73658,9,Food
Instagram,0.1,4713.05,0.59,11993,37042,2,Technology
Facebook,0.06,6978.02,6.34,18141,55255,6,Technology
Pinterest,0.08,4860.06,0.219859134,7278,24679,1,Food
Twitter,0.06,6387.16,0.24,16544,50523,8,Fashion
Facebook,0.02,8586.57,0.79,22525,68240,3,Food
Instagram,0.06,7159.91,1.07,18632,56707,7,Health
Pinterest,0.04,7450.74,0.861561811,11396,38089,1,Technology
Facebook,0.09,9270.04,4.08,24352,73651,3,Health
Instagram,0.02,3886.37,7.73,9728,30334,5,Home
Pinterest,0.15,15000.0,0.872286647,22811,75258,1,Fashion
Pinterest,0.1,3397.74,0.244883751,4943,17077,1,Fashion
Twitter,0.14,14181.24,1.03,37044,111244,6,Fashion
Twitter,0.1,4217.05,7.9,10635,33023,9,Home
Instagram,0.1,7307.61,4.04,19028,57882,10,Fashion
Twitter,0.14,11380.79,1.64,30111,90709,7,Health
Pinterest,0.1,6606.33,0.021449672,10058,33732,1,Health
Facebook,0.02,500.0,5.57,768,3794,9,Fashion
Facebook,0.07,11573.29,2.22,30643,92285,6,Fashion
Facebook,0.07,2570.6,1.25,6282,20127,7,Food
Pinterest,0.01,8061.79,0.407543761,12383,41303,1,Home
Facebook,0.12,500.0,0.41,1471,5877,4,Fashion
Pinterest,0.09,14057.3,0.620253005,21607,71339,1,Technology
Twitter,0.01,5430.43,4.99,13942,42816,4,Fashion
Pinterest,0.04,5733.09,0.402181343,8672,29220,1,Home
Pinterest,0.06,1118.38,0.729288836,1807,6868,1,Home
Facebook,0.14,15000.0,1.37,39379,118160,4,Fashion
Pinterest,0.03,13725.22,0.516579592,21192,69984,1,Food
Twitter,0.14,9557.65,2.83,25144,75997,2,Home
Instagram,0.06,500.0,1.73,944,4317,9,Fashion
Facebook,0.05,13068.31,4.05,34550,103858,6,Health
Facebook,0.06,673.43,5.57,2329,8419,3,Health
Facebook,0.09,9078.68,7.72,23832,72111,6,Technology
Twitter,0.06,13430.14,6.44,35416,106424,3,Home
Pinterest,0.02,537.08,0.666727293,1255,5068,1,Fashion
Twitter,0.03,8511.37,0.31,22317,67625,9,Technology
Pinterest,0.14,9623.71,0.312807711,14872,49408,1,Fashion
Pinterest,0.11,500.0,0.339619801,1068,4461,1,Fashion
Instagram,0.06,1652.22,7.38,4119,13721,1,Home
Twitter,0.05,10962.9,3.4,28968,87325,5,Technology
Facebook,0.08,14237.63,7.07,37154,111572,6,Home
Instagram,0.1,9348.18,6.41,24559,74264,6,Fashion
